sentence,label
Mr. Corry might have to dismember the company more than he wants to.,Mr. Corry might have to dismember the company more than he wants to.
"I heard Mary's dog, and you heard Bill's.","I heard Mary's dog, and you heard Bill's dog."
"On days like Friday, that means they must buy shares from sellers when no one else is willing to.","On days like Friday, that means they must buy shares from sellers when no one else is willing to."
You've either got a chair or you don't.,You've either got a chair or you don't have a chair.
Either one likes it or one doesn't.,Either one likes it or one doesn't like it.
The U.S.S.R. would prolong a suspension of arms shipments to Nicaragua after the February election if the U.S. did likewise with its allies in Central America.,The U.S.S.R. would prolong a suspension of arms shipments to Nicaragua after the February election if the U.S. did likewise prolong a suspension of arms shipments with its allies in Central America.
I don’t know what.,I don’t know what.
But will it?,But will it?
"The LME stocks decline was about as expected, but the Comex gain wasn't.","The LME stocks decline was about as expected, but the Comex gain wasn't as expected."
"Moreover, Japanese offices tend to use computers less efficiently than American offices do.","Moreover, Japanese offices tend to use computers less efficiently than American offices do use computers."
Susan read War and Peace but Mary did not.,Susan read War and Peace but Mary did not read War and Peace.
"Many institutional index funds are active program traders, swapping their stocks for futures when profitable to do so.","Many institutional index funds are active program traders, swapping their stocks for futures when it is profitable to do so."
Experts say there isn't another state in the country where tests mean as much as they do in South Carolina.,Experts say there isn't another state in the country where tests mean as much as they do in South Carolina.
When?,When?
"Mr. Wilder did introduce such legislation 17 years ago, but he did so at the request of a constituent, a common legislative technique used by lawmakers.","Mr. Wilder did introduce such legislation 17 years ago, but he did so at the request of a constituent, a common legislative technique used by lawmakers."
"And please, Michelle, when you sing the line in ""Makin' Whoopee,"" about another sunny, funny honeymoon, don't say ""funn-ih,"" the way Dylan would.","And please, Michelle, when you sing the line in ""Makin' Whoopee,"" about another sunny, funny honeymoon, don't say ""funn-ih,"" the way Dylan would say ""funn-ih."""
"Sue likes pasta and Peter does, too.","Sue likes pasta and Peter does, too."
Indeed it is.,Indeed it is.
"If it had been, he mighta hit it out.","If it had been, he might have hit it out."
"I want to try to begin to write a novel, and Mary to try to write a play.","I want to try to begin to write a novel, and Mary to try to begin to write a play."
Susan likes her big red fish with a stripe and Tom likes his too.,Susan likes her big red fish with a stripe and Tom likes his big red fish with a stripe too.
"Beth’s wedding was in Bond Chapel, and Rachel’s was in Rockefeller Chapel.","Beth’s wedding was in Bond Chapel, and Rachel’s was in Rockefeller Chapel."
They will do it if they want to.,They will do it if they want to.
"Lauren can play the guitar, but not Mike.","Lauren can play the guitar, but Mike cannot."
"Yeah, some.","Yeah, some."
But we're not making as many pyrotechnic devices as we used to.,But we're not making as many pyrotechnic devices as we used to make.
The pro-choice lobby doesn't.,The pro-choice lobby doesn't support restrictive abortion laws.
"Supposedly the IRS will sell off the assets of MPI, but before it can, a lowly IRS agent is called into the hospital room of Wylie Slaughter, the dying head of the Central Intelligence Agency.","Supposedly the IRS will sell off the assets of MPI, but before it can, a lowly IRS agent is called into the hospital room of Wylie Slaughter, the dying head of the Central Intelligence Agency."
Do you think the British know something that we don't?,Do you think the British know something that we don't know?
Billy.,Billy.
"Thankfully, he didn’t.","Thankfully, he didn’t."
"American Enterprise Institute scholar Norman Ornstein in the Oct. 21 TV Guide on ""What TV News Doesn't Report About Congress--and Should "":","American Enterprise Institute scholar Norman Ornstein in the Oct. 21 TV Guide on ""What TV News Doesn't Report About Congress--and Should."""
"IBM, Armonk, N.Y., said it wanted to bring out the mainframes as soon as it could to spark as many sales as possible by the end of the year.","IBM, Armonk, N.Y., said it wanted to bring out the mainframes as soon as it could to spark as many sales as possible by the end of the year."
"Neil Kinnock, Labor Party leader, dubbed the 46-year-old Mr. Major a ""lap dog"" unlikely to veer from his boss's strongly held views, as Mr. Lawson sometimes did.","Neil Kinnock, Labor Party leader, dubbed the 46-year-old Mr. Major a ""lap dog"" unlikely to veer from his boss's strongly held views, as Mr. Lawson sometimes did veer from his boss's strongly held views."
"Investors can get slightly higher yields on deposits below $50,000 than they can on deposits of $90,000 and up.","Investors can get slightly higher yields on deposits below $50,000 than they can get on deposits of $90,000 and up."
"""There is no question that the situation is bad, but we may be painting a gloomier picture than we should,"" he said.","""There is no question that the situation is bad, but we may be painting a gloomier picture than we should,"" he said."
"Officers of the company, a health-care concern, ""were very discouraged on Friday and felt they shouldn't go public; we felt they should,"" says Sanford Robertson, partner in the banking concern.","Officers of the company, a health-care concern, ""were very discouraged on Friday and felt they shouldn't go public; we felt they should go public,"" says Sanford Robertson, partner in the banking concern."
Pro-.,Pro-.
"""I really do,"" she says.","""I really do,"" she says."
Why did you leave but didn’t tell me?,Why did you leave but didn’t tell me?
"The bill also would give the SEC the power to close the markets, a discretion that former SEC Chairman David Ruder wanted but Mr. Breeden doesn't.","The bill also would give the SEC the power to close the markets, a discretion that former SEC Chairman David Ruder wanted but Mr. Breeden doesn't want."
Why?,Why?
"Adults under age 30 like sports cars, luxury cars, convertibles and imports far more than their elders do.","Adults under age 30 like sports cars, luxury cars, convertibles and imports far more than their elders like sports cars, luxury cars, convertibles and imports."
The U.S. said it would fully support the resistance--and didn't.,The U.S. said it would fully support the resistance--and didn't support the resistance.
In fact it does the opposite.,In fact it does the opposite.
"She played soccer, and I did too.","She played soccer, and I did play soccer too."
"She knows a guy who has five dogs, but I don’t know how many cats.","She knows a guy who has five dogs, but I don’t know how many cats he has."
Tomorrow.,Tomorrow.
"Both banks have been battered, as have other Arizona banks, by falling real estate prices.","Both banks have been battered, as have other Arizona banks, by falling real estate prices."
Fred did three onerous tasks because Susan had done two.,Fred did three onerous tasks because Susan had done two onerous tasks.
"So does Mr. Friend and his law partner, Nick Nichols.","So does Mr. Friend and his law partner, Nick Nichols do."
"With her keen on him, and him on her, the party should be fun.","With her keen on him, and him keen on her, the party should be fun."
"Should I call you, or you me?","Should I call you, or should you call me?"
Irving maintained--and still does --that its actions were proper under its account agreements with customers.,Irving maintained--and still does maintain--that its actions were proper under its account agreements with customers.
That I ignored you.,That I ignored you.
"But there's a chance we might,"" said David Wilson, head of Penn Mutual's $100 million stock portfolio.","But there's a chance we might,"" said David Wilson, head of Penn Mutual's $100 million stock portfolio."
"When they did, his commanders didn't have the initiative to do more than block a couple of roads.","When they did, his commanders didn't have the initiative to do more than block a couple of roads."
"""They continue to pay their bills and will do so,"" says Ms. Sanger.","""They continue to pay their bills and will continue to do so,"" says Ms. Sanger."
He isn't as well-known to clients as is Mr. Roman.,He isn't as well-known to clients as Mr. Roman is well-known to clients.
"It probably would, because few or none of the people upset by Mr. Mason's remarks have bothered to distinguish between the substance of his comments and the fact that he used insulting language.","It probably would, because few or none of the people upset by Mr. Mason's remarks have bothered to distinguish between the substance of his comments and the fact that he used insulting language."
Soviet leaders said they would support their Kabul clients by all means necessary--and did.,Soviet leaders said they would support their Kabul clients by all means necessary--and did support their Kabul clients by all means necessary.
"My sister lives in Utrecht and my brother, too.","My sister lives in Utrecht and my brother lives in Utrecht, too."
Mr. Sim is confident that the drive to dominate certain niche markets will work at Barry Wright as it has at Applied.,Mr. Sim is confident that the drive to dominate certain niche markets will work at Barry Wright as it has worked at Applied.
"The Li family could apply for permission to do so, but hasn't tried.","The Li family could apply for permission to do so, but hasn't tried to apply for permission."
"Barry could be drinking by now, couldn’t he be?","Barry could be drinking by now, couldn’t he?"
Eve gave a CD to Al and roses to Sue.,Eve gave a CD to Al and gave roses to Sue.
He asked why.,He asked why.
"The less complicated version of playing tunes on bells, as do the carillons of continental Europe, is considered by the English to be childish, fit only for foreigners.","The less complicated version of playing tunes on bells, as the carillons of continental Europe do, is considered by the English to be childish, fit only for foreigners."
"Since production costs were guaranteed, it didn't matter that a program couldn't be sold abroad or put into syndication, as most American programs are.","Since production costs were guaranteed, it didn't matter that a program couldn't be sold abroad or put into syndication, as most American programs are sold abroad or put into syndication."
But even those numbers don't describe the situation as well as the athletes do in their own words.,But even those numbers don't describe the situation as well as the athletes do describe the situation in their own words.
"If he does not, he will help realize Madison's fear in The Federalist No. 48 of a legislature ""everywhere extending the sphere of its activity and drawing all powers into its impetuous vortex.""","If he does not help, he will help realize Madison's fear in The Federalist No. 48 of a legislature ""everywhere extending the sphere of its activity and drawing all powers into its impetuous vortex."""
"Things were supposed to change when Vietnam's economic reforms gathered pace, and for awhile they did.","Things were supposed to change when Vietnam's economic reforms gathered pace, and for awhile they did change."
"Goodwill planned to sell the property and pocket the proceeds, as it had in many similar cases.","Goodwill planned to sell the property and pocket the proceeds, as it had sold the property and pocketed the proceeds in many similar cases."
Mr. Bush has pledged as well to respect the 14-year-old executive order barring U.S. agents from assassinating foreign leaders or helping others to do so.,Mr. Bush has pledged as well to respect the 14-year-old executive order barring U.S. agents from assassinating foreign leaders or helping others to do so.
"""If we had, it might have scared us off,"" he says.","""If we had, it might have scared us off,"" he says."
"Never once — just set there gazing with all his eyes at something else, I couldn’t tell what.","Never once — just set there gazing with all his eyes at something else, I couldn’t tell what."
Henk lives in Leiden and Chris in Delft,Henk lives in Leiden and Chris lives in Delft.
"Sit down again, and let me explain why.","Sit down again, and let me explain why."
"""We feel we are doing everything we can,"" an Occidental spokesman says.","""We feel we are doing everything we can,"" an Occidental spokesman says."
"Late Thursday, the Treasury said it needed to raise $17 billion quickly and would do so by issuing new securities this week.","Late Thursday, the Treasury said it needed to raise $17 billion quickly and would do so by issuing new securities this week."
Encouragement is fine; compulsion is not.,Encouragement is fine; compulsion is not fine.
"Without this basic level of attention to reality, our policies on Cuba will continue to be as counterproductive as they have for 30 years.","Without this basic level of attention to reality, our policies on Cuba will continue to be as counterproductive as they have been for 30 years."
"It may seem trivial to worry about the World Series amid the destruction to the Bay Area wrought by Tuesday's quake, but the name of this column is ""On Sports,"" so I feel obliged to do so.","It may seem trivial to worry about the World Series amid the destruction to the Bay Area wrought by Tuesday's quake, but the name of this column is ""On Sports,"" so I feel obliged to do so."
"The man stole the car after midnight, but not the diamonds.","The man stole the car after midnight, but not the diamonds."
"At least, they both speak with strong accents, as do Jackie and Maddie.","At least, they both speak with strong accents, as do Jackie and Maddie speak with strong accents."
Ramada has said it hopes to propose a new restructuring plan but hasn't indicated when it will do so.,Ramada has said it hopes to propose a new restructuring plan but hasn't indicated when it will do so.
"Why did Sam call, and Bill too?","Why did Sam call, and Bill call too?"
"Boober should have eaten, and Squeaker should’ve, too.","Boober should have eaten, and Squeaker should have eaten, too."
I like tea and you coffee.,I like tea and you like coffee.
"The local government is discredited in the eyes of many residents for a variety of reasons, and congressmen read the same newspapers and watch the same TV newscasts as other people in the area do.","The local government is discredited in the eyes of many residents for a variety of reasons, and congressmen read the same newspapers and watch the same TV newscasts as other people in the area do read and watch."
"Lauren can play the guitar, and Mike the violin.","Lauren can play the guitar, and Mike can play the violin."
"Last year, John had an office in Leiden and Peter in Nijmegen.","Last year, John had an office in Leiden and Peter had an office in Nijmegen."
Some bourbon makers advertise abroad as they do at home.,Some bourbon makers advertise abroad as they do advertise at home.
"The shortcomings of delaying the reward, as Sen. Roth and Sen. Robert Packwood (R., Ore.) propose, is that it may not boost savings much and, if it does, it may widen deficits in the future.","The shortcomings of delaying the reward, as Sen. Roth and Sen. Robert Packwood (R., Ore.) propose, is that it may not boost savings much and, if it does boost savings, it may widen deficits in the future."
John stole and Peter bought a bike.,John stole a bike and Peter bought a bike.
"He says that because Seita's profits are limited by government-controlled cigarette prices, he doesn't have the cash to diversify as heavily into food and drink as the U.S. concern has done.","He says that because Seita's profits are limited by government-controlled cigarette prices, he doesn't have the cash to diversify as heavily into food and drink as the U.S. concern has diversified."
"IBM, though long a leader in the Japanese mainframe business, didn't introduce its first PC in Japan until five years after NEC did, and that wasn't compatible even with the U.S. IBM standard.","IBM, though long a leader in the Japanese mainframe business, didn't introduce its first PC in Japan until five years after NEC did introduce its first PC in Japan, and that wasn't compatible even with the U.S. IBM standard."
"Supporters of index arbitrage haven't been publicly sticking up for the trading strategy, as some did during the post-crash outcry of 1987.","Supporters of index arbitrage haven't been publicly sticking up for the trading strategy, as some did stick up for the trading strategy during the post-crash outcry of 1987."
"On Friday, the market makers, who must be prepared to buy stock when no one else will, were frantically cutting the prices at which they would take stocks off sellers' hands, in reaction to plunging prices on the New York Stock Exchange, according to Mr. Rosenbach.","On Friday, the market makers, who must be prepared to buy stock when no one else will, were frantically cutting the prices at which they would take stocks off sellers' hands, in reaction to plunging prices on the New York Stock Exchange, according to Mr. Rosenbach."
"I could go shopping in the morning, but in the afternoon I could not.","I could go shopping in the morning, but in the afternoon I could not go shopping."
"I know which book Max read, and Oscar did.","I know which book Max read, and Oscar did read."
"I do not go one single cent on burglar alarms, Mr. Twain--not a single cent--and I will tell you why.","I do not go one single cent on burglar alarms, Mr. Twain--not a single cent--and I will tell you why."
"No light there; the house all dark—which made me feel sorry and disappointed, I didn’t know why.","No light there; the house all dark—which made me feel sorry and disappointed, I didn’t know why."
"And before it does, they're trying to cut back on the clutter that created the situation in the first place.","And before it does, they're trying to cut back on the clutter that created the situation in the first place."
"Some ate bread, and others rice.","Some ate bread, and others ate rice."
"Try as they might, the Communists could neither replace nor break him.","Try as they might, the Communists could neither replace him nor break him."
"Paul and John were watching the news, and Mary a movie.","Paul and John were watching the news, and Mary was watching a movie."
I visited everyone that you did.,I visited everyone that you visited.
"But from early on, Tiger's workers unionized, while Federal's never have.","But from early on, Tiger's workers unionized, while Federal's workers never have."
"He insisted, as he has before, that creditors would be paid in full under the plan.","He insisted, as he has insisted before, that creditors would be paid in full under the plan."
"If you don't, you can't do your job.","If you don't, you can't do your job."
"Mr. Roderick did so by having USX redeem a series of guaranteed notes, a move that, in effect, raised the cost of a $7.19 billion Icahn bid by about $3 billion.","Mr. Roderick did so by having USX redeem a series of guaranteed notes, a move that, in effect, raised the cost of a $7.19 billion Icahn bid by about $3 billion."
"Judy should have been fired, but I shouldn’t have been.","Judy should have been fired, but I shouldn’t have been fired."
"While rights fees head skyward, ad rates won't.","While rights fees head skyward, ad rates won't head skyward."
"But the Reagan administration thought otherwise, and so may the Bush administration.","But the Reagan administration thought otherwise, and so may the Bush administration think otherwise."
"Sharon could probably pull a muscle doing that, couldn’t she?","Sharon could probably pull a muscle doing that, couldn’t she?"
"I expect you to help, and you me.","I expect you to help, and you expect me to help."
"But car-happy Americans panicked, and so did the U.S. and other oil-consuming governments.","But car-happy Americans panicked, and so did the U.S. and other oil-consuming governments panic."
"Ah, but he will.","Ah, but he will."
"""What this means is that Europeans will have these machines in their offices before Americans do,"" the spokesman said.","""What this means is that Europeans will have these machines in their offices before Americans do have these machines in their offices,"" the spokesman said."
"""Shippers are saying `the party's over, '"" said Mr. LaLonde. ""Shippers won't be able to look for transportation-cost savings as they have for the last eight or nine years.","""Shippers are saying `the party's over, '"" said Mr. LaLonde. ""Shippers won't be able to look for transportation-cost savings as they have looked for transportation-cost savings for the last eight or nine years."
"I read the story about elves, and you about dwarves.","I read the story about elves, and you read the story about dwarves."
I visited everyone who you did.,I visited everyone who you visited.
"Chris said yesterday that he knew it, and today too.","Chris said yesterday that he knew it, and today he said that he knew it too."
"Lauren can play something, but I don’t know what.","Lauren can play something, but I don’t know what she can play."
Lauren can play the guitar better than Mike.,Lauren can play the guitar better than Mike can.
"Pizza Hole is being inspected, isn’t it?","Pizza Hole is being inspected, isn’t it?"
"Talks between the two sides could unravel, of course, as they have more than once since Sony announced its plans to hire Mr. Guber and Mr. Peters.","Talks between the two sides could unravel, of course, as they have unraveled more than once since Sony announced its plans to hire Mr. Guber and Mr. Peters."
"When he came to Applied, ""I didn't have the power to execute as I do today,"" he says.","When he came to Applied, ""I didn't have the power to execute as I do today,"" he says."
"He goes to school, and she does, too.","He goes to school, and she goes to school, too."
"A daily news briefing from the company librarian, for example, would have a distinctive format on the screen, just as a paper version would have.","A daily news briefing from the company librarian, for example, would have a distinctive format on the screen, just as a paper version would have a distinctive format."
Connor.,Connor.
"Even for people who expect a bear market in coming months--and a sizable number of money managers and market pundits do --the advice is: Wait for the market to bounce back, and sell shares gradually during rallies.","Even for people who expect a bear market in coming months--and a sizable number of money managers and market pundits do expect a bear market in coming months --the advice is: Wait for the market to bounce back, and sell shares gradually during rallies."
"She will hive-five Daniel, but I won’t.","She will high-five Daniel, but I won’t high-five Daniel."
"Congress closed this loophole last year, or thought it did.","Congress closed this loophole last year, or thought it did close this loophole last year."
"Major oil companies in the next few days are expected to report much less robust earnings than they did for the third quarter a year ago, largely reflecting deteriorating chemical prices and gasoline profitability.","Major oil companies in the next few days are expected to report much less robust earnings than they did report for the third quarter a year ago, largely reflecting deteriorating chemical prices and gasoline profitability."
Teddy will.,Teddy will.
But a secondary agenda among officials in the City of Angels was to learn about the disaster-contingency plans that work and those that don't.,But a secondary agenda among officials in the City of Angels was to learn about the disaster-contingency plans that work and those that don't work.
Or ever will.,Or ever will.
"Sony uses mostly red and blue, with traces of yellow--and so does Justin, on the theory that kids prefer these colors.","Sony uses mostly red and blue, with traces of yellow--and so does Justin use mostly red and blue, with traces of yellow, on the theory that kids prefer these colors."
But even that group knows some people don't use their machines as much as they should.,But even that group knows some people don't use their machines as much as they should.
"As the West German currency rose, so did Merkur prices.","As the West German currency rose, so did Merkur prices rise."
"I want to try to begin to write a novel, and Mary to begin to write a play.","I want to try to begin to write a novel, and Mary to begin to write a play."
"Now it has --especially for people my age.""",Now it has --especially for people my age.
This damn crossword.,This damn crossword.
"But as stock prices recovered some of the early losses, so did the U.S. currency.","But as stock prices recovered some of the early losses, so did the U.S. currency recover some of the early losses."
"Pictures of friends should make you smile, and of enemies frown.","Pictures of friends should make you smile, and pictures of enemies should make you frown."
"Simon quickly dropped the gold, and Jack the diamonds.","Simon quickly dropped the gold, and Jack dropped the diamonds."
"The only fly in the Soviet ointment was the last-minute addition of a unilateral American caveat, that U.S. aid to the resistance would continue as long as Soviet aid to Kabul did.","The only fly in the Soviet ointment was the last-minute addition of a unilateral American caveat, that U.S. aid to the resistance would continue as long as Soviet aid to Kabul did continue."
"Some TV people doubt they will materialize and argue that even if they do, they won't offset the multimillion-dollar deficits that CBS could run up.","Some TV people doubt they will materialize and argue that even if they do materialize, they won't offset the multimillion-dollar deficits that CBS could run up."
"But although Thurber did so gently and lightheartedly, many of Dr. Morgan's supporters have taken Thurber's memorable title ""The Male Animal"" quite literally.","But although Thurber did so gently and lightheartedly, many of Dr. Morgan's supporters have taken Thurber's memorable title ""The Male Animal"" quite literally."
"Moreover, they note, those who manage to pay their own way often do so only by selling their homes, using up life savings or drawing heavily on children and other relatives.","Moreover, they note, those who manage to pay their own way often do so only by selling their homes, using up life savings or drawing heavily on children and other relatives."
"MARKET MOVES, these managers don't.","MARKET MOVES, these managers don't move."
They also said that vendors were delivering goods more quickly in October than they had for each of the five previous months.,They also said that vendors were delivering goods more quickly in October than they had delivered goods in each of the five previous months.
I'll show you how.,I'll show you how.
"If he needed a screwdriver, I reckoned I knowed why.","If he needed a screwdriver, I reckoned I knew why."
And returns on cash investments may continue to exceed inflation by a wider margin than they did over the long-term past.,And returns on cash investments may continue to exceed inflation by a wider margin than they did exceed inflation over the long-term past.
"""Auto prices had a big effect in the PPI, and at the CPI level they won't,"" he said.","""Auto prices had a big effect in the PPI, and at the CPI level they won't have a big effect,"" he said."
"Doug should take a vow of silence, and Nick should, too.","Doug should take a vow of silence, and Nick should take a vow of silence, too."
"When Susan brings her dog, Sam brings his dog too.","When Susan brings her dog, Sam brings his dog too."
"The bank was in touch with other major central banks over the weekend and was preparing to make capital available to dealers if needed, as it did in the 1987 crash, according to people familiar with the bank's strategy.","The bank was in touch with other major central banks over the weekend and was preparing to make capital available to dealers if needed, as it did make capital available to dealers in the 1987 crash, according to people familiar with the bank's strategy."
"Two of three Japanese employees submit suggestions to save money, increase efficiency and boost morale, while only 8% of American workers do.","Two of three Japanese employees submit suggestions to save money, increase efficiency and boost morale, while only 8% of American workers do submit suggestions to save money, increase efficiency and boost morale."
They worry that Mr. Breeden also will roll over when told to do so by the White House.,They worry that Mr. Breeden also will roll over when told to do so by the White House.
"I was helpful this time, and you too.","I was helpful this time, and you were too."
"If it does not quite have Chandler's special magic--well, at the end, neither did Chandler.","If it does not quite have Chandler's special magic--well, at the end, neither did Chandler have Chandler's special magic."
"Federal Reserve Chairman Alan Greenspan was on the telephones, making it clear to officials in the U.S. and abroad that the Fed was prepared to inject massive amounts of money into the banking system, as it did in October 1987, if the action were needed to prevent a financial crisis.","Federal Reserve Chairman Alan Greenspan was on the telephones, making it clear to officials in the U.S. and abroad that the Fed was prepared to inject massive amounts of money into the banking system, as it did inject massive amounts of money into the banking system in October 1987, if the action were needed to prevent a financial crisis."
"I want to try to begin to write a novel, and Mary to try to begin to draft.","I want to try to begin to write a novel, and Mary to try to begin to draft a novel."
"John drank a tea, and Mary a coffee.","John drank a tea, and Mary drank a coffee."
"Mary was studying all night, and I should have been, too.","Mary was studying all night, and I should have been studying all night, too."
We've demonstrated that you can.,We've demonstrated that you can.
"When bank financing for the buy-out collapsed last week, so did UAL's stock.","When bank financing for the buy-out collapsed last week, so did UAL's stock collapse."
Uncle John doesn’t have a spouse but uncle Bill does and she is very nice.,Uncle John doesn’t have a spouse but uncle Bill does have a spouse and she is very nice.
"John didn’t go to the wedding, but Karen did.","John didn’t go to the wedding, but Karen did go to the wedding."
My wife wants to buy a car and my son a motorcycle.,My wife wants to buy a car and my son wants to buy a motorcycle.
The banks have 28 days to file an appeal against the ruling and are expected to do so shortly.,The banks have 28 days to file an appeal against the ruling and are expected to file an appeal shortly.
"John's phone is purple, and Mary's is blue.","John's phone is purple, and Mary's phone is blue."
"I stole a book, and Peter kisses from Mary.","I stole a book, and Peter stole kisses from Mary."
Susan likes her big red fish with a stripe and Tom likes his with spots.,Susan likes her big red fish with a stripe and Tom likes his big red fish with spots.
"However, Mr. Smith said that as a result of a $70 billion factory-modernization program undertaken over the last decade, ""we can produce more in the new plants than we could in the old plants.""","However, Mr. Smith said that as a result of a $70 billion factory-modernization program undertaken over the last decade, ""we can produce more in the new plants than we could produce in the old plants."""
John can.,John can.
"The department is advising residents to plant Sagos, if they must, in the back yard and telling nurseries to be on the lookout for anyone trying to palm one off.","The department is advising residents to plant Sagos, if they must, in the back yard and telling nurseries to be on the lookout for anyone trying to palm one off."
"Sam said that they spoke German, and Charlene Spanish.","Sam said that they spoke German, and Charlene spoke Spanish."
"Lauren can play the guitar, and Mike, too.","Lauren can play the guitar, and Mike can play the guitar, too."
"By 1982, however, the patent status of the Lanier microcassette had changed, permitting Dictaphone to develop its own competitive micro system, which it did.","By 1982, however, the patent status of the Lanier microcassette had changed, permitting Dictaphone to develop its own competitive micro system, which it did develop."
"If you bought, you wish you hadn't, and if you sold, you wish you hadn't.","If you bought, you wish you hadn't, and if you sold, you wish you hadn't sold."
Dow Jones is not going to squeeze as hard as it could.,Dow Jones is not going to squeeze as hard as it could squeeze.
He was particularly happy that they would broadcast eight Chiefs games and eight with the Jets.,He was particularly happy that they would broadcast eight Chiefs games and eight games with the Jets.
Each student was helped so that each would understand.,Each student was helped so that each would understand.
"Some American officers interpreted his eagerness and studiousness as a sign of loyalty, but they did so falsely.","Some American officers interpreted his eagerness and studiousness as a sign of loyalty, but they did so interpret his eagerness and studiousness falsely."
"Although Philip Morris typically tries to defend the rights of smokers with free-choice arguments, ""this has nothing to do with cigarettes, nor will it ever,"" the spokesman says.","Although Philip Morris typically tries to defend the rights of smokers with free-choice arguments, ""this has nothing to do with cigarettes, nor will it ever,"" the spokesman says."
"If you want, I will help you.","If you want, I will help you."
"The typical Glass audience, which is more likely to be composed of music students than their teachers, certainly does.","The typical Glass audience, which is more likely to be composed of music students than their teachers, certainly does."
"To reduce the danger of such pricing cycles, Akzo has invested heavily in specialty chemicals, which have highly specific industrial uses and tend to produce much higher profit margins than do bulk chemicals.","To reduce the danger of such pricing cycles, Akzo has invested heavily in specialty chemicals, which have highly specific industrial uses and tend to produce much higher profit margins than bulk chemicals do produce."
"If it doesn't, he says, the company would have to change its expansion timetable.","If it doesn't, he says, the company would have to change its expansion timetable."
"In particular, Mr. Coxon says, businesses are paying out a smaller percentage of their profits and cash flow in the form of dividends than they have historically.","In particular, Mr. Coxon says, businesses are paying out a smaller percentage of their profits and cash flow in the form of dividends than they have historically paid out."
Eve gave flowers to Al and Sue to Paul.,Eve gave flowers to Al and Sue gave flowers to Paul.
"Many felt Hearst kept the paper alive as long as it did, if marginally, because of its place in family history.","Many felt Hearst kept the paper alive as long as it did, if marginally, because of its place in family history."
"If takeover premiums become excessive, if LBO dealmakers become too aggressive, then the private market will recognize these problems more quickly and accurately than will policy makers, and the markets will move with lightning speed to impose appropriate sanctions.","If takeover premiums become excessive, if LBO dealmakers become too aggressive, then the private market will recognize these problems more quickly and accurately than will policy makers recognize these problems, and the markets will move with lightning speed to impose appropriate sanctions."
And neither can your pilot.,And neither can your pilot.
"Judy should have been fired, shouldn’t she have been?","Judy should have been fired, shouldn’t she have been fired?"
They are worth more because they pay higher interest than newly issued bonds do.,They are worth more because they pay higher interest than newly issued bonds do pay.
"So far, they've been unable to do so.","So far, they've been unable to do so."
I want to try to begin to write a novel and Mary to begin to write a play.,I want to try to begin to write a novel and Mary to begin to write a play.
"Max seemed to be trying to begin to love Harriet, and Fred Sue.","Max seemed to be trying to begin to love Harriet, and Fred seemed to be trying to begin to love Sue."
"Mary hasn’t read that book, has she?","Mary hasn’t read that book, has she?"
"Dealers and auction houses ""know if they don't lay out a half a million for this, another one will; it's that competitive.","Dealers and auction houses ""know if they don't lay out a half a million for this, another one will lay out a half a million; it's that competitive."
"While recognizing that professional environmentalists may feel threatened, I intend to urge that UV-B be monitored whenever I can.","While recognizing that professional environmentalists may feel threatened, I intend to urge that UV-B be monitored whenever I can."
"""He would,"" agrees the chairman.","""He would,"" agrees the chairman."
He hasn't yet done so.,He hasn't yet done so.
"Boober should have eaten, shouldn’t he have?","Boober should have eaten, shouldn’t he have eaten?"
"Signs of a slowing economy are increasing pressure on the Federal Reserve to cut short-term interest rates, but it isn't clear whether the central bank will do so.","Signs of a slowing economy are increasing pressure on the Federal Reserve to cut short-term interest rates, but it isn't clear whether the central bank will cut short-term interest rates."
"If he brings his dog, I'll bring mine too.","If he brings his dog, I'll bring mine too."
"I attend, and so does a television crew from New York City.","I attend, and so does a television crew attend from New York City."
"Pizza Hole is being inspected, but Crab4U isn’t.","Pizza Hole is being inspected, but Crab4U isn't being inspected."
Environmental concerns are beginning to have as much influence in oil-industry spending plans as the price of crude does.,Environmental concerns are beginning to have as much influence in oil-industry spending plans as the price of crude does have influence in oil-industry spending plans.
"They want to hire someone who speaks a Balkan language, but I don’t remember which.","They want to hire someone who speaks a Balkan language, but I don’t remember which language."
"In addition, further packaging of mortgage-backed securities, such as Blackstone's fund, have reduced the effects of prepayment risk and automatically reinvest monthly payments so institutions don't have to.","In addition, further packaging of mortgage-backed securities, such as Blackstone's fund, have reduced the effects of prepayment risk and automatically reinvest monthly payments so institutions don't have to reinvest monthly payments."
"He has been studying all night, and she has been, too.","He has been studying all night, and she has been studying all night, too."
"In 1980, 18% of federal prosecutions concluded at trial; in 1987, only 9% did.","In 1980, 18% of federal prosecutions concluded at trial; in 1987, only 9% concluded at trial."
"Dozens of small companies did, swiftly establishing a standard operating system.","Dozens of small companies did establish a standard operating system, swiftly establishing a standard operating system."
"He will read the book, and she will, too.","He will read the book, and she will read the book, too."
"To do so, the judge said, the U.S. courts must review the judicial process in the foreign country independently of the State Department's assessment.","To do so, the judge said, the U.S. courts must review the judicial process in the foreign country independently of the State Department's assessment."
"Juan read War and Peace, but I think that Pedro did not.","Juan read War and Peace, but I think that Pedro did not read War and Peace."
"The stock market reacted as Mr. Rahn did, crumbling as it absorbed the news that Mr. Darman's strategy had been abandoned.","The stock market reacted as Mr. Rahn did, crumbling as it absorbed the news that Mr. Darman's strategy had been abandoned."
