sentence,label
على الرغم من أننا قادرون على أن نصل إلى دوري الأضواء ، ولكن متى ؟,على الرغم من أننا قادرون على أن نصل إلى دوري الأضواء ، ولكن متى ___ ؟
من السوق المحلي.,من السوق المحلي.
أوكتافيان,أوكتافيان
في الأدراج والخزائن.,في الأدراج والخزائن.
بالتعلم المستمر.,بالتعلم المستمر.
بتقديم المساعدة في المهام اليومية.,بتقديم المساعدة في المهام اليومية.
الأخضر,الأخضر
إذ لابد أن ينزلوا من فوقها ولكن كيف ؟,إذ لابد أن ينزلوا من فوقها ولكن كيف ___ ؟
تقدير,تقدير
بالمكونات الطازجة والصحية.,بالمكونات الطازجة والصحية.
ونجدها بطبيعتها تعمل للكابلات وأنابيب المياه ولكن للتصريف فلا,ونجدها بطبيعتها تعمل للكابلات وأنابيب المياه ولكن للتصريف ___ فلا
في المؤسسات الخيرية.,في المؤسسات الخيرية.
نيلسون مانديلا,نيلسون مانديلا
بالتنظيف اليومي.,بالتنظيف اليومي.
في المكتبات.,في المكتبات.
كما يستعرض المجلس تقريراً عن السياسة الخارجية المصرية و آخر عن نتائج جولة رئيس الوزارء لعدد من المواقع,كما يستعرض المجلس تقريراً عن السياسة الخارجية المصرية و آخر عن نتائج جولة رئيس الوزارء لعدد من المواقع
وليد,وليد
عرض فيلم وثائقي عن المملكة والعلاقة التاريخية مع إيطاليا و آخر عن تأسيس مدينة روما,عرض فيلم وثائقي عن المملكة والعلاقة التاريخية مع إيطاليا و___ آخر عن تأسيس مدينة روما
حرية التعبير,حرية التعبير
نعم نوفر التحويل عبر الراجح وكذلك ويسترن يونيون لباقي أنحاء العالم,نعم نوفر التحويل عبر الراجح وكذلك ___ ويسترن يونيون لباقي أنحاء العالم
عند مغادرة الغرفة.,عند مغادرة الغرفة.
الطقس,الطقس
الهاتف أو الإنترنت.,الهاتف أو الإنترنت.
هم يستطيع أن ينجحوا في الامتحان، ونحن كذلك,هم يستطيعون أن ينجحوا في الامتحان، ونحن ___ كذلك.
مواطنون,مواطنون
بانتظار الضوء الخضراء.,بانتظار الضوء الخضراء.
بتنظيفها بانتظام.,بتنظيفها بانتظام.
في الخرائط والأطلس.,في الخرائط والأطلس.
الامر الذى اصابها بارتباك شديد واحست انه يفعل ذلك عن عمد ولكن لماذا ؟,الامر الذى اصابها بارتباك شديد واحست انه يفعل ذلك عن عمد ولكن لماذا ؟
ويقول العلماء ان السؤال ليس هل سيحدث ذلك ولكن متى ؟,ويقول العلماء ان السؤال ليس هل سيحدث ذلك ولكن متى ؟
فولتير,فولتير
القمر,القمر
بتقديم القصص المثيرة.,بتقديم القصص المثيرة.
كما عرض فيلم قصير عن بدايات السينما و آخر عن مهرجان خطوات منذ انطلاقته في العام 2013,كما عرض فيلم قصير عن بدايات السينما و آخر عن مهرجان خطوات منذ انطلاقته في العام 2013
الزئبق,الزئبق
بالميزانية والتوفير.,بالميزانية والتوفير.
بعدم التصرف الغير مسؤول.,بعدم التصرف الغير مسؤول.
رأيت سجينا عن يميني وآخر عن شمال وآخر من خلفي,رأيت سجينا عن يميني وآخر عن شمال ___ وآخر من خلفي ___
والجزء الأكبر من تلك الطرق معبد بواقع 3،732،757 كم أما الباقي فلا,والجزء الأكبر من تلك الطرق معبد بواقع 3،732،757 كم أما الباقي ___ فلا.
منهم من يعمل ويستلم راتب وكذلك رشاوي,منهم من يعمل ويستلم راتب وكذلك ___ رشاوي
قلق,قلق
تم عرض فيلم وثائقي عن الشهداء المكرمين وأسرهم وآخر عن النشاطات التي تقوم بها صحيفة الاعتدال,تم عرض فيلم وثائقي عن الشهداء المكرمين وأسرهم وآخر عن النشاطات التي تقوم بها صحيفة الاعتدال
شخصية واقعية,شخصية واقعية
يحق لإحدى الدولتين أن تفرضها على الحقل، ولكن متى ؟,يحق لإحدى الدولتين أن تفرضها على الحقل، ولكن متى ___ ؟
ونسمع بين فترة وأخرى عن تكون السحب السوداء,ونسمع بين فترة وأخرى عن تكون السحب السوداء
في الشركات والمؤسسات.,في الشركات والمؤسسات.
بأفران التدفئة والمدافئ.,بأفران التدفئة والمدافئ.
